Importers	Exported value in 2006-M04	Exported value in 2006-M05	Exported value in 2006-M06	Exported value in 2006-M07	Exported value in 2006-M08	Exported value in 2006-M09	Exported value in 2006-M10	Exported value in 2006-M11	Exported value in 2006-M12	Exported value in 2007-M01	Exported value in 2007-M02	Exported value in 2007-M03	Exported value in 2007-M04	Exported value in 2007-M05	Exported value in 2007-M06	Exported value in 2007-M07	Exported value in 2007-M08	Exported value in 2007-M09	Exported value in 2007-M10	Exported value in 2007-M11	
"World"	18826	17703	20071	20918	23262	24104	20984	20148	19165	19277	21954	21376	29783	32606	35738	34327	38455	26579	32340	29690	
"United States of America"	5128	4987	5945	5519	6561	7191	6800	4970	4410	4845	4516	5175	7137	11846	10010	10326	12255	8973	11725	8708	
"United Kingdom"	1091	992	992	1505	1148	1200	791	1426	1019	1562	764	1571	1738	1857	1191	2493	2796	2155	3878	3730	
"Australia"	623	813	1167	1268	731	1683	2709	1611	1594	1940	2050	460	838	1224	920	1038	908	1430	2317	2226	
"Spain"	717	439	246	634	681	678	762	364	492	255	453	1392	1189	1239	1151	1075	1183	995	1767	1415	
"Indonesia"	572	357	810	904	873	1050	510	468	1249	1555	584	831	1037	667	1300	1326	1330	818	528	1121	
"Japan"	1469	1674	1984	2766	3373	2374	2079	2239	1262	739	852	1009	1183	990	1140	1781	1870	917	738	1113	
"Italy"	685	670	658	169	657	505	605	990	671	542	1248	1188	1760	1152	1696	1650	2388	1864	1011	990	
"Singapore"	778	709	389	390	295	785	492	215	301	174	147	246	232	457	581	525	779	303	557	754	
"India"	114	102	65	47	331	1160	107	150	130	758	1348	1022	662	1242	1644	1707	1269	598	684	605	
"Philippines"	131	74	219	159	272	69	145	123	126	147	462	87	139	189	262	218	116	183	389	598	
"Canada"	258	151	560	614	929	613	476	613	417	155	595	189	757	900	703	977	500	1055	778	573	
"Germany"	437	574	310	131	264	457	343	510	1283	497	687	928	1411	651	1762	915	1260	1017	1337	545	
"Hong Kong, China"	405	350	328	459	605	723	453	574	912	772	226	341	402	392	566	427	834	415	477	514	
"France"	262	375	257	281	293	311	303	468	178	460	637	615	1062	1457	1233	556	577	536	307	509	
"United Arab Emirates"	173	227	363	319	243	346	178	508	373	257	465	197	568	421	711	571	849	230	224	424	
"Korea, Republic of"	95	245	201	248	327	159	79	185	348	385	643	297	733	375	557	805	735	338	607	418	
"Malaysia"	275	146	461	235	613	341	141	308	435	392	288	230	929	332	484	788	726	327	375	403	
"Netherlands"	489	282	252	161	262	150	302	99	113	265	485	426	573	350	1022	717	623	246	517	308	
"Brazil"	58	132	73	138	265	0	79	251	233	69	48	369	46	8	214	145	466	406	291	305	
