Importers	Exported value in 2011-M01	Exported value in 2011-M02	Exported value in 2011-M03	Exported value in 2011-M04	Exported value in 2011-M05	Exported value in 2011-M06	Exported value in 2011-M07	Exported value in 2011-M08	Exported value in 2011-M09	Exported value in 2011-M10	Exported value in 2011-M11	Exported value in 2011-M12	Exported value in 2012-M01	Exported value in 2012-M02	Exported value in 2012-M03	Exported value in 2012-M04	Exported value in 2012-M05	Exported value in 2012-M06	Exported value in 2012-M07	Exported value in 2012-M08	
"World"	36145	19389	38745	40068	38809	32807	41048	39379	37546	31844	39376	39027	40247	25362	40946	42067	44442	46929	41886	41083	
"United States of America"	4713	2281	4422	6598	4501	4476	5219	5190	5666	4408	4785	5405	3649	3045	5909	5822	4998	6552	6349	5942	
"Australia"	2457	1136	1835	2358	2513	1928	2434	3262	3621	3297	4353	4658	3676	1452	3517	3912	3349	3091	3281	3437	
"Japan"	434	353	481	605	839	770	1095	588	917	900	576	185	721	653	1072	518	1219	1270	1110	2181	
"United Kingdom"	1337	716	1728	1573	1744	1295	1827	1524	1685	1392	1679	1442	1322	1123	1140	1560	1754	2264	1779	1698	
"Chile"	777	781	537	736	324	723	1089	866	708	1140	677	707	899	438	919	686	898	1224	1251	1681	
"Indonesia"	1633	778	1765	2059	2421	1552	2588	986	2768	1707	2870	2508	2767	1870	2788	3530	4427	4033	3856	1339	
"Hong Kong, China"	582	280	519	647	503	650	676	1153	703	866	1175	924	655	497	604	742	1029	1092	1132	1310	
"Viet Nam"	815	548	516	726	629	582	837	851	226	619	935	850	544	257	1330	1226	1839	881	707	1175	
"Canada"	481	187	346	261	455	411	418	616	486	296	560	600	528	145	860	1148	1074	566	909	1141	
"Italy"	2866	924	1316	2096	1973	1448	860	826	2695	2898	2383	2773	1407	390	943	909	1621	1482	296	1118	
"Tanzania, United Republic of"	60	0	84	30	93	176	235	381	56	0	26	284	10	14	11	96	130	183	54	1073	
"Philippines"	650	3283	8217	3748	4896	2035	443	1069	761	508	504	446	2989	1812	1113	786	1334	3011	678	989	
"United Arab Emirates"	486	445	897	1101	1123	1040	1501	996	768	789	1040	1175	1314	525	703	1616	1427	1286	1573	927	
"Malaysia"	423	302	352	413	549	618	1016	1056	874	787	1283	793	1107	638	308	618	615	1028	1174	873	
"Germany"	1107	541	1580	963	1049	996	1059	1114	1324	351	1135	1021	1373	781	1444	1534	1183	1109	1032	860	
"Saudi Arabia"	286	179	142	143	493	358	1374	996	397	232	327	353	449	259	737	512	436	395	591	799	
"Russian Federation"	248	125	356	449	330	329	840	517	290	363	166	583	422	297	736	686	565	1072	829	780	
"France"	2161	753	1677	1118	1232	1220	1047	1582	1159	1276	800	2037	986	791	1607	2346	1398	1277	725	756	
"Singapore"	428	195	266	555	483	251	647	623	721	697	696	603	552	256	591	1035	712	751	678	647	
"Taipei, Chinese"	237	30	300	192	128	342	516	269	375	88	345	248	439	45	250	144	407	341	577	584	
"Mexico"	497	33	72	415	322	95	107	169	132	226	110	36	755	704	37	237	175	142	104	550	
