Importers	Exported value in 2016-M05	Exported value in 2016-M06	Exported value in 2016-M07	Exported value in 2016-M08	Exported value in 2016-M09	Exported value in 2016-M10	Exported value in 2016-M11	Exported value in 2016-M12	Exported value in 2017-M01	Exported value in 2017-M02	Exported value in 2017-M03	Exported value in 2017-M04	Exported value in 2017-M05	Exported value in 2017-M06	Exported value in 2017-M07	Exported value in 2017-M08	Exported value in 2017-M09	Exported value in 2017-M10	Exported value in 2017-M11	Exported value in 2017-M12	
"World"	83999	70053	73801	76555	76235	61081	73246	70734	81627	49263	79018	85231	89453	83119	77071	78286	76128	74822	85245	97631	
"United States of America"	19337	14994	16272	15942	15743	14344	16972	15746	21556	16832	20244	19757	20369	19047	18750	15443	17303	17163	21111	20210	
"Indonesia"	3837	3083	1888	3381	6892	3423	4418	2658	4142	1088	2408	3775	4368	1811	4054	2712	2127	5386	4013	7596	
"Australia"	6455	5970	8194	5856	7133	5591	7638	5850	8508	4827	8144	6653	7634	7070	6152	5895	5355	5601	7499	7581	
"United Kingdom"	4003	3036	3273	4218	2964	3678	2901	4227	3923	1640	3269	3267	3940	4483	3491	4837	3226	3003	1973	5063	
"Italy"	5540	3212	3072	4194	4579	2524	3148	5997	4420	3179	3976	7400	4910	4522	1294	4094	3604	2913	3606	4842	
"Netherlands"	2362	2531	3436	2533	2563	1673	1933	2473	2228	904	1558	2361	2552	2482	2757	2571	2975	2313	2770	3929	
"Germany"	3450	1886	2758	2045	1880	948	2512	2288	2562	1197	2619	2656	1585	3136	1833	2499	1595	2689	2530	3533	
"India"	2589	564	1680	3186	3380	3222	2722	1946	3306	1522	1948	2070	1821	1397	998	2250	3021	3330	2336	3447	
"Viet Nam"	802	1350	1166	1234	1233	867	1785	1739	478	630	903	1305	1294	1969	1859	1809	1920	1469	3079	3068	
"Canada"	1285	1149	1284	1449	1482	974	1001	1836	1361	607	1221	1542	1313	2025	1863	1944	2298	1754	1774	2120	
"Djibouti"	8	18	49	7	12	205	14	2	8	0	46	1	151	16	42	4	4	32	964	2118	
"France"	1727	1818	1686	1740	2550	1109	940	1794	1807	1164	2373	3264	2070	3036	2885	2708	2102	1536	1587	2075	
"Japan"	988	1023	1321	1485	1182	923	1105	828	1333	690	951	926	756	1370	1746	1118	1231	1072	891	1792	
"Malaysia"	1601	1088	1075	1601	802	932	1177	1907	769	478	959	988	1019	1272	1226	1283	1026	849	1725	1787	
"United Arab Emirates"	1665	1770	1181	1042	666	741	770	919	1435	537	1110	1172	1522	2112	1302	1967	1759	874	1628	1693	
"Philippines"	997	1350	1336	1749	2353	1516	1676	1485	1453	304	2356	1610	1702	2078	1352	1819	1142	1711	2516	1650	
"Hong Kong, China"	1206	1056	894	1373	1021	1290	1714	875	883	462	1030	1208	1263	1164	1460	1294	1581	1179	2046	1566	
"Saudi Arabia"	2982	1244	1600	1343	875	1134	1613	1336	923	1546	2301	2591	3932	1992	2007	1174	2616	2066	1070	1203	
"Poland"	455	653	383	430	693	381	371	271	735	254	954	585	704	600	811	351	383	438	837	1174	
"New Zealand"	1152	976	937	1054	1177	920	1002	957	993	805	963	1027	918	731	836	1133	1118	1101	978	1019	
"Singapore"	647	910	922	984	735	471	558	734	787	428	804	498	781	524	890	842	519	663	899	1007	
"Chile"	1510	1087	1309	1549	1283	1108	1891	1094	899	622	692	1065	1383	1826	1489	2058	2192	1427	1833	971	
"Thailand"	425	677	672	987	750	743	664	671	784	421	733	999	734	784	482	916	618	460	631	839	
"Belgium"	488	200	247	654	499	368	168	261	320	166	308	328	350	507	467	582	431	383	543	796	
"Taipei, Chinese"	729	541	469	544	570	197	614	542	656	184	495	310	565	556	433	418	619	488	401	722	
"Colombia"	620	569	1179	815	937	680	882	394	440	189	471	377	454	479	462	436	537	589	502	634	
"Denmark"	744	705	1144	677	567	654	247	449	878	476	1068	1018	1235	946	1009	1166	566	997	333	627	
"South Africa"	288	322	323	432	220	454	423	579	269	232	413	316	373	292	365	621	711	249	668	565	
"Romania"	192	67	30	260	79	146	103	123	152	2	101	163	345	71	262	60	214	111	124	492	
"Myanmar"	447	78	86	321	244	118	322	181	179	247	196	285	401	266	178	283	205	202	518	474	
"Spain"	1190	608	677	791	473	304	774	378	1121	461	931	1157	1023	869	925	1022	714	619	998	462	
"Azerbaijan"	0	0	0	0	0	0	0	0	0	256	173	0	152	64	1	51	0	0	0	441	
"Israel"	382	367	561	491	303	588	243	236	615	149	309	393	427	390	296	389	332	435	303	435	
"Sri Lanka"	219	365	185	162	330	529	620	220	401	390	318	390	193	213	224	602	410	355	769	413	
"Sweden"	493	507	212	165	198	181	818	234	484	279	426	555	510	126	262	471	161	470	132	408	
"Jordan"	256	124	13	69	64	38	247	117	110	143	177	110	91	131	109	61	111	150	26	399	
"Peru"	178	182	426	270	238	269	284	215	166	270	182	286	224	106	252	444	786	686	721	390	
"Nigeria"	55	724	843	208	439	135	111	337	145	194	154	282	13	196	233	169	245	213	137	387	
"Iraq"	850	1079	1132	705	473	207	708	430	1277	572	1959	1603	1800	994	890	851	362	288	250	386	
"Guatemala"	168	142	235	261	110	52	316	143	320	197	128	172	173	119	160	227	179	56	306	332	
"Macao, China"	464	433	540	403	286	109	121	101	101	57	111	129	104	281	125	171	257	131	155	328	
"Panama"	221	432	395	280	509	302	264	444	488	83	231	378	393	418	609	349	498	271	829	313	
"Lebanon"	207	217	152	244	98	192	197	209	221	146	109	184	206	148	127	86	199	174	270	297	
"Slovenia"	169	86	222	175	56	49	161	164	50	145	112	193	137	140	73	253	132	217	149	293	
"Ireland"	181	214	474	308	270	184	188	139	159	222	277	355	273	497	98	193	270	157	163	274	
