Importers	Exported value in 2011-M01	Exported value in 2011-M02	Exported value in 2011-M03	Exported value in 2011-M04	Exported value in 2011-M05	Exported value in 2011-M06	Exported value in 2011-M07	Exported value in 2011-M08	Exported value in 2011-M09	Exported value in 2011-M10	Exported value in 2011-M11	Exported value in 2011-M12	Exported value in 2012-M01	Exported value in 2012-M02	Exported value in 2012-M03	Exported value in 2012-M04	Exported value in 2012-M05	Exported value in 2012-M06	Exported value in 2012-M07	Exported value in 2012-M08	
"World"	8371	6511	12448	14706	15471	12949	12697	10132	11251	10230	11293	13454	11418	8641	13694	15317	18123	20440	19787	17758	
"United States of America"	1141	807	1958	2059	2059	2771	2173	1123	2207	1085	2568	3047	1773	2048	3458	4794	4537	3994	4512	3633	
"Japan"	828	737	1570	951	1421	1749	2179	1876	1687	1424	903	1516	681	566	1029	1290	2190	3768	3259	2188	
"Netherlands"	447	264	2031	1975	1836	1416	887	455	700	755	316	645	826	312	945	1040	1522	1874	1755	1729	
"United Kingdom"	1140	684	792	1022	803	960	871	1147	1081	1448	547	1654	1326	790	1025	1175	1678	1788	1773	1469	
"Australia"	564	417	485	726	719	434	758	366	716	843	557	505	344	507	819	615	909	893	1016	1205	
"Canada"	0	0	0	1	45	153	126	290	65	182	842	614	496	162	689	363	525	640	702	1079	
"Germany"	930	906	1033	2034	3759	1511	1646	1348	931	700	1074	1154	1684	1712	1411	1194	1434	1205	1316	902	
"France"	298	152	374	521	521	820	519	602	263	420	530	430	532	301	554	711	823	750	712	778	
"Italy"	315	256	762	1197	1010	369	257	501	338	612	204	429	476	294	492	345	244	430	348	620	
"Russian Federation"	106	68	142	353	253	289	261	19	190	228	165	258	208	237	211	296	410	799	572	397	
"Bangladesh"	11	0	0	19	55	0	18	0	0	0	0	0	9	0	33	7	17	11	0	284	
"Turkey"	0	141	324	207	205	91	244	2	0	5	1	18	27	180	294	271	30	299	171	265	
"Viet Nam"	2	31	51	0	0	2	0	42	42	1	2	3	66	49	0	0	29	63	1	214	
"Nigeria"	21	0	57	42	21	96	557	335	345	251	221	307	153	83	33	46	0	180	216	197	
"Belgium"	196	194	160	146	235	113	220	84	130	181	143	199	183	75	158	184	224	264	339	192	
"Spain"	157	400	381	183	144	409	230	289	256	490	186	90	255	189	375	223	247	383	146	185	
"Chile"	190	1	78	28	2	0	20	27	152	93	197	300	198	3	34	44	157	220	158	164	
"Denmark"	110	97	279	327	324	89	275	50	195	156	32	256	253	93	98	406	399	211	171	154	
"Ireland"	49	14	61	12	38	42	33	24	6	68	40	27	0	11	11	3	21	48	11	139	
"Poland"	282	139	8	0	210	89	137	183	393	114	220	264	164	84	168	75	114	0	135	120	
"Lebanon"	32	0	70	81	164	8	3	44	27	70	4	32	4	22	94	190	11	67	154	115	
"Sweden"	91	71	224	157	107	23	60	0	62	27	47	81	139	98	176	112	65	264	199	113	
"Israel"	77	35	84	154	72	32	78	59	24	57	119	36	111	28	158	107	97	128	65	111	
"Morocco"	42	0	20	0	0	67	54	0	0	0	0	0	0	0	77	0	43	21	100	109	
"Hong Kong, China"	5	0	11	6	27	8	9	35	24	37	33	59	18	13	85	16	212	86	39	103	
"United Arab Emirates"	23	22	1	46	59	15	53	60	68	80	107	70	74	2	55	78	149	150	120	94	
"India"	103	26	100	1290	102	14	57	40	95	76	935	98	92	38	208	736	373	150	188	89	
"Paraguay"	0	42	0	0	0	0	26	19	0	0	0	0	0	61	0	0	0	74	0	83	
"Albania"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	
"Czech Republic"	97	102	82	124	43	166	99	72	79	26	103	0	96	0	101	24	183	143	59	70	
"New Zealand"	36	115	33	185	168	1	34	67	154	111	248	37	56	9	27	5	107	47	93	62	
"Korea, Democratic People's Republic of"	7	0	0	5	2	7	7	0	23	1	1	2	3	0	0	1	4	39	2	57	
"Mexico"	0	0	8	0	7	6	0	1	3	0	0	0	6	0	6	0	0	0	1	54	
"Singapore"	33	7	17	10	23	14	13	14	26	51	44	41	49	0	7	35	13	3	27	53	
"Saudi Arabia"	0	0	14	5	25	44	32	165	0	15	6	1	0	97	120	17	71	21	17	48	
"Venezuela, Bolivarian Republic of"	11	162	450	44	0	53	0	0	0	2	31	40	61	63	0	80	15	0	0	46	
"Lithuania"	0	0	0	21	25	0	0	21	0	24	42	25	26	0	0	0	0	71	21	46	
"Switzerland"	25	0	50	0	134	82	0	0	0	3	25	24	3	8	38	35	25	7	22	42	
"Uruguay"	0	28	0	0	25	22	0	0	0	25	7	18	6	0	4	0	3	0	0	32	
"Malaysia"	79	34	67	107	13	42	4	143	97	7	51	150	45	79	28	78	128	0	122	32	
"Korea, Republic of"	0	0	0	15	64	0	18	0	0	1	0	3	1	4	0	0	12	0	0	32	
"Côte d'Ivoire"	0	0	0	0	0	0	0	0	30	0	71	59	28	0	44	0	79	53	16	28	
"Angola"	0	0	0	0	42	0	0	12	62	82	0	0	0	0	0	3	0	37	36	28	
"Greece"	22	18	27	0	9	72	0	19	0	0	0	5	0	8	0	4	6	0	0	25	
"Portugal"	20	115	71	66	100	189	86	10	10	29	47	0	32	0	34	22	0	0	0	22	
"Senegal"	21	0	0	21	66	31	0	14	25	50	15	33	15	0	58	0	7	76	0	21	
"Tunisia"	0	0	166	0	0	6	27	0	136	0	0	0	0	0	11	0	0	45	10	19	
"Iran, Islamic Republic of"	23	0	0	0	0	12	40	75	22	52	34	23	0	1	0	0	0	0	26	19	
"Ghana"	43	0	0	0	29	4	0	43	0	0	0	15	0	36	24	0	122	0	24	19	
"Liberia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	
"Hungary"	0	0	10	0	19	38	13	0	0	21	42	14	0	0	66	22	44	44	44	17	
"Guinea"	0	0	11	0	0	0	0	0	0	15	0	0	0	0	0	0	15	15	0	15	
"Ukraine"	0	0	0	40	18	0	25	2	76	0	37	0	0	20	0	47	40	9	0	15	
"Taipei, Chinese"	3	0	0	36	34	0	0	0	0	26	5	26	0	0	0	1	0	38	0	14	
"Philippines"	45	1	24	65	55	5	15	0	37	0	3	12	6	16	10	38	42	44	0	13	
"Bahrain"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	8	13	
"Norway"	18	0	2	8	0	0	10	0	15	6	25	3	4	0	4	0	7	6	7	12	
"South Africa"	109	0	2	5	0	52	33	14	17	23	21	12	47	46	31	84	47	1	35	12	
"Cyprus"	33	0	0	39	0	6	10	0	13	0	14	1	0	14	10	30	7	0	9	11	
"Kuwait"	19	0	0	0	0	18	41	4	0	0	0	7	21	0	0	5	89	74	56	8	
"Qatar"	0	0	0	0	0	15	7	0	9	0	0	0	0	8	0	0	0	0	8	8	
"Costa Rica"	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	5	
"Argentina"	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	7	8	0	4	
"Indonesia"	0	72	91	26	0	88	44	80	46	23	0	106	42	86	81	153	24	21	401	4	
"Mauritius"	0	0	15	0	0	0	0	0	15	0	9	0	0	0	0	0	4	0	4	4	
"Pakistan"	30	0	6	0	0	0	0	46	57	23	31	47	468	6	0	2	12	4	4	4	
"Peru"	0	0	0	0	17	0	0	0	0	25	0	0	0	0	3	22	0	7	0	4	
"Mongolia"	2	0	0	9	0	1	0	0	0	0	0	0	19	0	15	0	0	0	0	4	
"Namibia"	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	2	
"Sri Lanka"	0	0	10	0	0	4	0	9	0	10	19	0	2	0	7	2	33	17	2	2	
"Thailand"	0	0	5	0	0	0	0	0	0	0	13	0	6	30	11	12	0	0	15	1	
"Togo"	0	0	0	0	0	0	15	0	0	0	15	15	0	0	0	0	0	0	0	0	
"Trinidad and Tobago"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	
"Syrian Arab Republic"	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Sudan (before 2012)"	36	17	0	0	0	0	5	101	0	28	4	32	37	0	2	2	0	183	0	0	
"Zimbabwe"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
"Slovenia"	47	71	20	20	44	20	23	0	21	0	41	21	24	0	0	0	0	0	0	0	
"Macedonia, The Former Yugoslav Republic of"	0	0	0	0	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	
"Egypt"	0	0	0	0	0	14	0	22	0	0	0	39	23	0	4	0	0	0	198	0	
"Turkmenistan"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	7	0	0	0	
"Uganda"	0	0	0	0	0	0	180	0	3	0	0	0	0	0	0	0	0	0	0	0	
"Tanzania, United Republic of"	0	0	0	0	0	10	0	13	0	6	0	0	14	0	0	12	0	13	3	0	
"Burkina Faso"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	
"Uzbekistan"	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	
"Yemen"	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	3	0	0	0	
"Zambia"	0	0	0	0	0	0	0	0	0	0	0	17	0	1	2	0	0	0	6	0	
"Area Nes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Nepal"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	24	0	
"New Caledonia"	0	0	0	32	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Luxembourg"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Madagascar"	0	0	0	10	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Mozambique"	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Oman"	0	0	0	0	0	3	0	0	0	0	0	7	0	0	0	0	0	0	0	0	
"Moldova, Republic of"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	
"Maldives"	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	
"Mali"	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Malta"	0	0	0	13	0	0	0	0	0	0	34	0	0	0	0	2	0	0	0	0	
"Nicaragua"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	
"Niger"	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	
"Panama"	0	0	0	0	0	0	0	0	0	0	39	0	38	0	0	0	0	108	0	0	
"Papua New Guinea"	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	
"Guinea-Bissau"	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	
"Romania"	52	20	23	22	0	13	0	40	43	21	0	43	14	0	7	0	44	9	10	0	
"Saint Lucia"	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Croatia"	0	0	2	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	
"China"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
