Importers	Exported value in 2014-M03	Exported value in 2014-M04	Exported value in 2014-M05	Exported value in 2014-M06	Exported value in 2014-M07	Exported value in 2014-M08	Exported value in 2014-M09	Exported value in 2014-M10	Exported value in 2014-M11	Exported value in 2014-M12	Exported value in 2015-M01	Exported value in 2015-M02	Exported value in 2015-M03	Exported value in 2015-M04	Exported value in 2015-M05	Exported value in 2015-M06	Exported value in 2015-M07	Exported value in 2015-M08	Exported value in 2015-M09	Exported value in 2015-M10	
"World"	19751	20980	24785	22736	27345	22958	22181	19470	19892	17424	17793	16070	17817	20572	24903	22544	21450	20915	19073	15960	
"United States of America"	3123	4824	4043	3069	5498	3613	3640	2710	2331	2836	3730	3066	3723	4539	4269	4063	4043	2697	2699	3275	
"United Kingdom"	1000	1272	1899	1797	1592	2150	1948	2162	1943	1818	1815	1573	1608	2291	1791	1998	1506	1718	1841	1977	
"Australia"	1870	1469	1646	1284	1278	1632	1396	1679	2205	1265	1145	1166	1579	906	1178	1104	1016	748	1051	1090	
"France"	1223	1571	1751	1811	1472	1245	1180	1276	1407	1414	1528	653	786	1690	2417	1604	1399	1356	1212	1063	
"Egypt"	1458	795	973	1397	2321	1574	1452	1050	1295	16	44	1	12	1	0	1239	592	470	1309	854	
"Japan"	1165	1690	2763	2188	3001	1735	864	1146	1916	549	952	887	541	1333	970	1366	1567	952	1036	744	
"Netherlands"	1965	1115	1642	1143	1331	998	657	516	604	1264	1432	584	1036	1107	2039	1153	1033	790	819	739	
"Germany"	2086	1785	1701	1716	1842	1450	1104	976	640	1541	1492	1488	1349	1742	1796	1705	2070	2009	1644	642	
"Italy"	712	330	718	475	396	503	694	486	267	467	655	565	449	596	632	369	255	385	440	414	
"Canada"	206	364	461	415	744	413	667	622	759	765	351	282	550	221	462	298	867	781	665	339	
"Romania"	65	17	45	76	39	59	102	272	33	85	32	16	223	28	206	0	19	0	112	339	
"Russian Federation"	866	1158	1221	1206	977	722	1100	321	333	377	53	218	314	604	144	482	152	1100	626	339	
"Turkey"	129	0	134	142	1128	497	129	65	363	0	49	625	659	677	2310	1604	2133	1625	772	320	
"Viet Nam"	12	77	20	18	4	65	10	19	64	5	23	1	3	187	50	2	43	25	21	264	
"Taipei, Chinese"	27	86	28	23	107	49	114	122	68	47	82	276	70	499	326	200	195	320	104	248	
"Switzerland"	132	144	126	192	375	71	35	124	117	177	41	19	76	5	110	196	86	121	51	218	
"Chile"	22	97	24	117	102	246	268	193	99	157	130	124	53	126	185	61	179	312	81	212	
"New Zealand"	104	45	89	85	117	57	230	106	203	64	132	90	18	173	62	214	85	140	180	210	
"United Arab Emirates"	114	198	418	424	211	120	283	309	372	529	335	208	264	296	418	304	102	271	368	176	
"Saudi Arabia"	153	189	45	268	214	260	80	193	281	199	359	34	843	367	524	484	487	525	237	147	
"Philippines"	3	47	42	16	21	82	97	69	20	132	162	54	6	22	36	62	4	47	41	125	
"Korea, Republic of"	37	56	184	159	180	173	170	105	173	189	73	104	114	158	167	193	157	225	144	122	
"Spain"	263	334	435	451	313	227	269	197	156	232	293	153	272	328	676	538	360	250	300	120	
"Indonesia"	101	186	344	124	39	641	191	285	401	329	9	393	103	312	143	301	182	687	126	119	
"Guatemala"	18	18	18	15	36	0	18	0	0	18	0	0	18	18	17	35	35	0	0	113	
"Belgium"	66	327	523	249	265	126	240	218	156	236	156	189	26	179	236	228	211	217	177	109	
"Nigeria"	120	206	15	128	119	100	333	333	196	58	111	44	107	9	136	16	34	66	120	108	
"Ukraine"	23	186	79	236	60	211	170	61	226	43	22	0	82	64	82	0	73	77	115	107	
"Hong Kong, China"	167	89	126	342	80	184	314	104	126	94	94	72	72	93	137	114	58	114	106	90	
"Singapore"	30	70	76	31	170	63	157	49	73	36	72	80	88	90	214	80	71	70	265	88	
"Peru"	0	9	12	7	0	4	0	43	2	1	10	19	19	13	2	24	2	3	0	84	
"Denmark"	37	112	163	50	133	86	106	65	47	235	106	88	57	151	79	72	82	22	136	79	
"Portugal"	76	91	252	39	100	44	77	21	19	40	69	77	103	0	81	21	11	56	50	78	
"India"	43	90	129	198	86	152	150	81	167	50	130	56	144	89	80	125	31	68	57	70	
"Iran, Islamic Republic of"	0	21	282	260	34	827	1095	1167	734	120	34	1432	84	21	64	66	162	44	134	64	
"Iraq"	11	38	2	15	0	21	0	28	0	0	8	17	0	0	0	7	7	2	3	64	
"Lebanon"	164	127	149	73	51	117	60	30	4	103	68	52	235	96	90	81	58	90	69	58	
"Poland"	3	23	109	69	52	86	79	98	88	26	98	7	86	39	138	62	54	80	55	56	
"Côte d'Ivoire"	0	7	61	0	15	39	115	20	0	20	31	20	11	73	30	58	53	111	212	49	
"Malaysia"	71	23	189	250	61	103	120	42	47	227	114	28	85	67	183	153	43	132	39	42	
"Ethiopia"	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	0	82	41	
"Benin"	0	1	0	7	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	40	
"Kuwait"	27	86	94	59	43	82	101	53	43	63	5	25	58	47	73	64	56	11	21	34	
"Israel"	286	85	56	93	144	130	47	73	59	96	149	284	32	160	125	164	88	129	172	28	
"South Africa"	4	56	199	29	85	151	139	73	23	104	5	24	38	40	17	15	45	92	16	26	
"Libya, State of"	16	6	0	159	19	0	0	0	0	0	0	0	0	0	0	17	0	35	0	25	
"Ireland"	30	23	13	144	89	78	206	6	45	46	22	29	39	15	3	72	0	40	7	25	
"Myanmar"	37	13	53	66	5	26	73	0	52	51	254	0	0	125	80	0	5	6	0	24	
"Senegal"	4	33	15	79	333	66	145	31	525	118	15	99	0	39	66	140	14	13	37	23	
"Pakistan"	20	2	16	26	22	58	7	56	0	25	21	24	61	33	27	2	70	131	71	21	
"Oman"	52	0	16	0	13	13	7	0	0	0	1	0	26	0	8	12	11	16	13	20	
"Slovenia"	44	64	20	102	85	1	8	63	20	83	40	20	20	75	20	39	69	75	74	20	
"Cameroon"	0	101	11	0	0	0	0	37	6	10	0	22	0	8	50	19	19	0	0	19	
"Jordan"	21	55	69	80	30	20	38	0	8	90	184	93	89	180	301	288	247	56	85	18	
"Georgia"	33	47	4	26	197	0	26	51	5	0	0	0	17	6	19	0	2	15	15	18	
"Uruguay"	119	0	0	0	12	2	24	91	0	1	0	0	32	30	0	6	4	18	0	18	
"Hungary"	25	36	16	33	0	6	32	82	81	0	85	16	68	32	16	0	23	47	35	16	
"Colombia"	35	41	21	101	21	91	50	64	50	160	134	6	39	24	0	119	125	62	148	16	
"Nicaragua"	0	0	0	0	0	0	0	0	0	0	0	0	14	0	20	0	0	0	17	16	
"Paraguay"	20	0	0	0	0	40	0	20	0	0	0	0	0	17	80	0	0	55	0	16	
"Trinidad and Tobago"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	15	
"Greece"	51	26	83	17	3	62	36	0	75	53	34	23	59	3	32	36	0	18	16	13	
"Qatar"	23	34	4	21	13	11	12	26	0	31	74	57	14	23	0	10	0	23	35	12	
"Mozambique"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	11	9	
"Cyprus"	11	20	4	0	0	1	0	0	5	15	0	0	20	0	10	6	0	1	0	8	
"Tanzania, United Republic of"	0	2	1	21	85	8	14	5	15	6	0	0	0	13	6	16	33	1	0	8	
"Djibouti"	23	0	0	2	0	0	0	0	0	10	0	0	0	20	0	0	0	8	0	7	
"Honduras"	18	0	18	0	18	35	0	0	16	0	34	16	0	0	1	0	35	9	0	7	
"Palestine, State of"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	7	
"Congo, Democratic Republic of the"	3	0	0	0	0	2	525	0	0	14	0	14	0	0	16	0	0	0	0	6	
"Zimbabwe"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	6	
"Thailand"	31	4	15	0	19	34	49	33	18	37	60	25	0	7	5	52	18	5	29	6	
"Macao, China"	0	1	3	21	1	9	10	13	3	13	10	0	14	5	15	17	15	30	27	5	
"Comoros"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	
"Lao People's Democratic Republic"	0	0	0	5	0	0	0	3	0	0	0	1	0	0	2	0	0	8	0	5	
