Importers	Exported value in 2016-M11	Exported value in 2016-M12	Exported value in 2017-M01	Exported value in 2017-M02	Exported value in 2017-M03	Exported value in 2017-M04	Exported value in 2017-M05	Exported value in 2017-M06	Exported value in 2017-M07	Exported value in 2017-M08	Exported value in 2017-M09	Exported value in 2017-M10	Exported value in 2017-M11	Exported value in 2017-M12	Exported value in 2018-M01	Exported value in 2018-M02	Exported value in 2018-M03	Exported value in 2018-M04	Exported value in 2018-M05	Exported value in 2018-M06	
"World"	17686	15721	11513	13696	18059	17039	19666	17432	16979	21393	15152	16549	18375	17030	13720	19445	18300	19838	19780	18684	
"United States of America"	2414	1832	1507	1711	1932	1867	2345	2277	778	1827	1944	1751	4169	4183	2298	2210	3128	3753	2547	2939	
"United Kingdom"	2453	2155	2027	2036	1702	2134	1942	1948	2030	3826	2631	3328	2489	1831	2713	1967	1726	2689	2899	2391	
"France"	1489	1243	969	1193	1404	1628	1827	1858	1761	1527	1048	1129	1199	1127	809	785	1378	1915	1957	2367	
"Germany"	2115	1755	1382	1759	1918	1455	2240	1545	1945	2187	1764	2698	2352	1928	1322	5496	2494	2554	1480	1865	
"Egypt"	812	500	376	136	521	180	0	36	0	500	105	102	276	27	202	440	254	520	1122	1287	
"Sweden"	1363	1553	631	536	856	867	1148	858	683	1074	1006	968	1008	1218	759	850	904	860	837	1152	
"Israel"	497	989	192	509	1476	679	1473	898	641	1345	927	654	803	1388	394	1214	1107	1121	952	686	
"Spain"	329	235	457	530	586	705	432	367	601	803	564	458	470	366	429	761	574	317	628	567	
"Ukraine"	116	134	41	88	74	244	496	480	359	205	114	150	186	103	45	124	161	224	155	470	
"Italy"	667	674	669	1013	1358	935	1505	779	1578	1773	1076	1163	1107	732	745	986	1048	552	548	452	
"Belgium"	280	304	189	205	165	287	271	281	381	271	275	127	247	317	255	194	263	186	224	401	
"Denmark"	541	352	128	262	172	253	255	283	331	497	258	357	367	191	351	159	281	556	233	354	
"Morocco"	37	16	50	54	103	174	95	111	119	139	28	28	19	17	25	120	26	77	171	353	
"Switzerland"	203	188	156	174	214	137	395	93	168	297	260	178	146	136	174	195	254	76	398	301	
"Canada"	158	391	27	202	507	97	0	0	748	115	131	141	59	60	236	329	207	296	491	283	
"Poland"	211	167	95	251	76	120	242	173	121	109	68	212	167	194	147	266	104	213	307	250	
"Portugal"	106	141	42	165	140	165	108	143	134	234	176	124	192	51	23	228	113	172	156	200	
"Saudi Arabia"	62	39	102	38	39	298	73	78	114	76	24	13	30	52	13	38	86	100	26	169	
"Slovenia"	112	149	65	58	116	44	86	26	101	184	192	160	188	168	141	24	50	51	89	132	
"Georgia"	14	17	13	5	86	76	39	424	646	627	114	81	32	27	76	55	125	146	156	126	
"Ireland"	99	103	41	10	123	163	129	81	117	98	96	25	102	22	75	98	135	75	111	126	
"Austria"	184	210	94	180	313	261	539	254	304	149	138	274	115	167	102	122	312	224	1083	125	
"Netherlands"	208	233	245	158	187	103	34	133	202	368	81	291	327	142	250	197	239	138	337	117	
"Russian Federation"	23	78	10	29	62	77	94	781	43	58	40	89	51	33	141	300	449	126	44	103	
"Iraq"	359	370	337	674	918	1023	565	726	584	326	105	273	61	302	327	397	226	654	316	103	
"Cyprus"	67	30	8	59	208	65	124	32	64	34	11	36	51	71	41	49	57	74	177	102	
"Slovakia"	155	87	115	29	49	30	25	42	103	92	99	65	131	147	71	122	58	44	37	99	
"Côte d'Ivoire"	49	5	0	49	17	6	91	211	50	12	19	0	28	31	0	83	23	1	48	98	
"Finland"	55	12	63	9	58	40	16	93	10	62	17	15	16	26	47	23	1	92	117	94	
"United Arab Emirates"	557	237	51	184	468	225	461	297	237	593	315	177	287	431	348	162	204	538	7	91	
"Jordan"	41	40	17	233	542	930	766	209	36	81	184	25	1	55	22	128	248	100	396	83	
"Oman"	85	0	0	16	14	49	58	42	17	34	48	0	68	19	12	0	21	24	0	78	
"Croatia"	98	115	20	20	66	4	85	6	103	67	135	113	207	75	51	59	110	60	23	57	
"Greece"	19	31	44	19	73	161	23	54	53	42	49	23	8	37	33	59	56	59	49	43	
"Malta"	45	27	8	11	18	11	19	39	35	42	38	35	17	46	16	28	37	18	33	40	
"Montenegro"	2	1	0	1	1	1	8	38	46	6	1	2	10	2	0	1	4	8	24	37	
"Senegal"	15	34	0	36	101	94	236	119	51	173	100	26	21	83	0	89	147	216	385	37	
"Romania"	115	106	19	36	51	85	37	108	122	29	119	32	121	64	11	84	39	19	24	35	
"Serbia"	73	95	20	6	51	81	217	162	144	66	32	181	29	40	37	40	102	62	70	34	
"Kuwait"	120	160	12	125	215	111	59	100	75	56	14	41	219	101	140	187	212	112	81	29	
"Bulgaria"	67	49	30	7	12	59	22	73	12	98	60	74	55	14	42	44	42	79	86	29	
"Qatar"	37	15	27	0	69	7	19	33	28	31	18	26	4	14	17	85	91	68	73	28	
"Australia"	19	38	76	21	12	67	40	29	75	33	7	24	23	41	56	50	77	41	44	26	
"Libya, State of"	0	0	0	0	34	4	56	28	73	13	0	0	0	55	0	74	0	38	51	24	
"Macedonia, The Former Yugoslav Republic of"	21	25	9	5	9	6	9	13	27	26	32	36	23	18	14	4	3	13	9	24	
"Nigeria"	0	0	0	1	0	9	7	2	0	0	15	0	3	0	0	3	0	0	4	23	
"Bangladesh"	0	40	0	0	0	41	104	21	0	0	0	0	0	0	0	0	0	23	43	23	
"Tunisia"	38	33	33	19	71	38	138	112	44	24	7	82	54	13	11	19	51	44	53	22	
"Czech Republic"	59	53	68	73	76	10	22	34	47	48	37	127	24	80	66	20	115	31	24	21	
"Albania"	0	0	0	0	0	27	0	0	28	0	0	0	0	4	0	9	0	0	0	15	
"Bahrain"	57	4	12	12	43	92	68	43	13	33	7	48	32	0	36	1	35	47	31	13	
"Azerbaijan"	13	0	43	4	0	6	86	11	56	35	2	9	14	19	18	4	50	10	11	12	
"Kazakhstan"	0	2	0	0	10	0	26	4	1	11	0	0	0	0	5	3	0	11	8	12	
"Estonia"	3	0	1	7	0	8	6	6	11	0	1	7	4	1	10	4	0	3	3	11	
"China"	0	15	1	0	10	18	16	31	17	0	2	0	0	13	20	18	5	17	0	10	
"Ghana"	0	6	0	0	0	17	0	0	3	10	0	0	0	0	0	0	25	1	0	10	
"Saint Vincent and the Grenadines"	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	10	
"Colombia"	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	12	0	9	
"Bosnia and Herzegovina"	32	11	5	3	37	58	22	20	46	25	31	16	14	31	5	7	51	6	24	8	
"Hungary"	253	52	8	25	63	75	16	5	7	39	13	29	16	23	46	12	56	7	20	8	
"Gabon"	32	15	0	0	1	0	0	0	16	3	6	0	0	2	0	9	18	1	0	8	
"Syrian Arab Republic"	0	0	2	4	7	3	11	0	16	7	0	0	0	0	1	0	78	26	35	8	
"India"	47	32	29	3	3	14	5	19	27	19	25	13	56	43	46	5	3	70	32	7	
"Uzbekistan"	0	3	1	4	5	1	3	6	3	0	6	0	0	0	0	5	5	5	2	6	
"Benin"	0	0	0	16	13	18	0	0	17	46	0	30	37	0	1	0	13	0	36	6	
"Lithuania"	43	14	23	0	13	18	4	13	11	8	16	41	35	14	10	5	0	10	42	5	
"Niger"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	5	
"New Caledonia"	2	1	0	0	0	0	6	7	1	0	0	0	0	0	0	0	0	0	0	5	
"Norway"	6	9	0	0	0	5	6	7	10	5	21	0	4	14	18	0	4	7	0	4	
"Tanzania, United Republic of"	5	0	7	0	0	0	0	0	0	17	0	11	0	1	0	0	0	0	2	3	
"Brunei Darussalam"	0	0	0	1	0	0	1	0	0	8	5	0	0	0	0	4	0	8	0	3	
"Algeria"	73	0	45	15	38	2	9	2	32	133	25	0	15	66	1	0	341	14	0	3	
"Afghanistan"	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	9	0	0	0	2	
"Cameroon"	5	4	0	0	25	0	0	0	12	1	11	0	6	6	2	5	0	0	1	2	
"Zambia"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	
"Burkina Faso"	0	3	0	17	0	5	0	2	0	0	6	0	0	0	0	0	1	0	0	1	
"Turkmenistan"	3	0	3	40	36	25	11	30	31	13	9	0	18	3	13	0	1	12	22	1	
"Moldova, Republic of"	13	0	0	1	0	1	0	7	6	1	2	12	0	1	0	0	0	20	16	1	
"Iran, Islamic Republic of"	241	182	744	360	238	210	110	351	364	296	125	227	290	38	101	31	2	5	107	1	
"Kyrgyzstan"	1	5	0	0	2	0	0	0	0	0	0	6	0	0	3	0	0	0	1	0	
"Lebanon"	64	98	5	108	89	215	61	95	53	45	68	89	43	92	4	28	51	40	56	0	
"Latvia"	0	0	0	0	0	0	0	7	2	3	1	0	1	0	0	0	3	2	0	0	
"Liberia"	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Malaysia"	0	0	0	0	0	0	0	0	0	0	2	2	0	2	0	0	0	0	0	0	
"Maldives"	2	3	1	2	0	0	0	0	0	11	0	0	0	0	0	0	0	0	7	0	
"Mali"	107	126	41	15	32	20	40	0	20	8	0	0	72	147	6	0	0	0	0	0	
"Mauritania"	0	1	0	0	15	0	17	0	0	0	3	0	1	0	18	0	4	0	0	0	
"Mauritius"	1	0	1	4	0	0	0	0	5	19	0	3	0	10	0	0	0	0	10	0	
"Taipei, Chinese"	0	0	0	0	0	0	0	0	8	0	0	0	10	0	1	0	0	0	13	0	
"Mongolia"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Gambia"	0	0	0	0	0	0	49	0	17	23	0	0	36	0	0	0	24	0	15	0	
"Palestine, State of"	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	
"Guinea"	0	0	0	0	4	6	0	0	0	0	0	4	5	0	0	12	6	6	0	0	
"Guyana"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	3	5	0	0	
"Hong Kong, China"	0	0	0	0	0	0	0	0	0	1	23	2	2	0	0	2	0	1	0	0	
"Indonesia"	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	
"Japan"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Congo"	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Cabo Verde"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	
"Sri Lanka"	9	0	0	0	0	0	0	0	5	12	10	0	0	4	0	0	0	0	0	0	
"Chile"	0	0	9	2	0	0	0	0	21	0	0	0	16	0	0	30	1	0	0	0	
"Ethiopia"	0	0	0	0	0	0	0	1	0	0	0	0	10	1	2	0	0	0	0	0	
"Djibouti"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	0	
"Angola"	2	0	0	9	0	0	0	0	0	0	0	0	0	11	0	0	1	0	0	0	
"Argentina"	0	1	0	0	0	0	52	0	0	105	56	1	0	0	0	0	0	1	0	0	
"Brazil"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	
"Belarus"	3	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	2	0	0	
"Bolivia, Plurinational State of"	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	53	0	0	0	0	
"Kenya"	0	5	0	0	0	0	2	0	0	4	0	0	0	9	0	9	0	0	7	0	
"Korea, Republic of"	0	0	0	0	1	2	0	0	0	4	0	0	0	3	4	0	1	0	0	0	
"New Zealand"	6	1	12	17	19	5	13	4	20	26	16	14	17	16	17	35	122	5	15	0	
"Mozambique"	7	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	
"Pakistan"	0	0	0	0	0	2	0	0	88	80	5	9	1	112	76	114	11	79	48	0	
"Paraguay"	0	0	0	0	0	0	0	18	0	11	32	10	0	0	0	0	0	0	30	0	
"Peru"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	
"Guinea-Bissau"	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
"Singapore"	0	3	0	2	0	0	1	1	1	0	1	2	0	0	3	7	0	2	3	0	
"Viet Nam"	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	11	0	0	0	
"Somalia"	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	
"South Africa"	16	0	0	0	28	23	24	72	25	25	0	25	0	25	36	27	0	27	13	0	
"Sudan"	0	0	0	0	43	3	0	0	0	0	0	0	0	0	0	6	11	0	0	0	
"Sudan (before 2012)"	17	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Rwanda"	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	3	0	
"Saint Lucia"	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	
"Seychelles"	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	
