Importers	Exported value in 2012-M11	Exported value in 2012-M12	Exported value in 2013-M01	Exported value in 2013-M02	Exported value in 2013-M03	Exported value in 2013-M04	Exported value in 2013-M05	Exported value in 2013-M06	Exported value in 2013-M07	Exported value in 2013-M08	Exported value in 2013-M09	Exported value in 2013-M10	Exported value in 2013-M11	Exported value in 2013-M12	Exported value in 2014-M01	Exported value in 2014-M02	Exported value in 2014-M03	Exported value in 2014-M04	Exported value in 2014-M05	Exported value in 2014-M06	
"World"	18882	14587	14113	16151	15213	14772	17154	18736	16581	14741	16019	17805	18852	14117	14049	13515	16999	18310	20156	19831	
"United Kingdom"	4047	3635	4064	4272	2742	2367	2397	2397	3088	3157	4607	5581	3386	2789	2541	2942	2658	3211	2977	3377	
"France"	2510	1972	1240	1822	2178	1563	1593	1899	1476	1223	1603	1286	2425	1832	1699	1208	2025	2432	1896	2082	
"United States of America"	1049	1151	707	1146	915	706	1251	784	1124	1305	1593	1436	1564	1113	1970	1433	1425	628	1476	1978	
"Egypt"	759	289	350	1981	628	1813	1168	2162	977	161	63	764	1906	975	963	1595	1294	846	2650	1914	
"Germany"	1608	1645	1980	1925	1676	1254	1434	2385	1430	1041	1152	2067	755	1167	1324	1007	1576	1855	1706	1542	
"Israel"	410	398	802	699	669	477	1024	708	776	808	813	886	604	468	593	818	942	718	944	1090	
"Italy"	601	418	407	344	554	789	674	827	761	209	343	414	509	389	400	486	694	671	1087	972	
"Sweden"	1163	599	545	532	464	603	820	573	648	972	886	915	1729	593	554	269	854	739	1179	682	
"Spain"	1223	623	364	569	499	597	680	593	524	440	692	375	657	578	480	307	605	504	381	602	
"Iran, Islamic Republic of"	24	203	246	30	12	0	32	31	16	51	0	2	12	72	81	3	0	151	391	475	
"Belgium"	361	250	333	278	357	267	232	346	419	440	141	311	248	330	244	222	316	351	248	405	
"Ukraine"	544	356	289	152	19	335	1121	1372	910	962	291	359	354	411	223	89	92	235	160	376	
"United Arab Emirates"	16	59	103	37	73	118	158	146	323	153	227	166	204	83	125	227	134	246	152	325	
"Austria"	114	141	111	110	281	250	224	301	230	227	111	81	229	197	84	177	377	347	279	281	
"Russian Federation"	144	259	146	42	449	293	371	257	342	226	252	159	229	108	19	138	160	358	258	212	
"Denmark"	1020	394	304	110	305	180	355	159	232	281	304	163	167	377	343	380	256	562	289	199	
"Iraq"	134	131	111	56	565	416	564	648	296	259	43	240	186	162	331	418	284	679	617	188	
