Importers	Exported value in 2016-M11	Exported value in 2016-M12	Exported value in 2017-M01	Exported value in 2017-M02	Exported value in 2017-M03	Exported value in 2017-M04	Exported value in 2017-M05	Exported value in 2017-M06	Exported value in 2017-M07	Exported value in 2017-M08	Exported value in 2017-M09	Exported value in 2017-M10	Exported value in 2017-M11	Exported value in 2017-M12	Exported value in 2018-M01	Exported value in 2018-M02	Exported value in 2018-M03	Exported value in 2018-M04	Exported value in 2018-M05	Exported value in 2018-M06	
"World"	16805	14726	14843	18093	28956	26253	28822	26245	23663	22642	14706	17372	20144	17864	20099	23990	31405	30385	29300	26375	
"United Kingdom"	2088	1508	988	1744	1449	2005	3223	3533	3165	3990	2159	2352	2010	1557	1924	1422	1315	1471	1555	2438	
"Iraq"	691	1363	1782	1250	1963	2396	3212	2223	2143	1595	517	423	742	1698	1444	2090	1559	545	1160	2328	
"Italy"	332	386	438	480	1136	1303	1602	1444	1257	210	521	467	396	577	504	750	2367	1643	1413	1479	
"Germany"	961	823	1014	1263	1824	1618	1631	1485	1058	1569	1101	1122	1287	851	1320	1826	1691	1794	1741	1423	
"Netherlands"	840	398	614	366	829	509	1214	948	586	1337	704	1381	672	655	1225	1430	1320	1463	2194	1247	
"United States of America"	462	369	154	422	1040	614	959	647	491	443	699	726	952	1002	770	1558	836	741	755	1211	
"Georgia"	377	298	49	551	611	807	920	634	1006	619	421	233	194	201	531	784	1351	897	1112	992	
"Azerbaijan"	660	173	39	564	594	773	510	802	643	885	477	415	556	554	546	438	908	1505	1222	964	
"Saudi Arabia"	408	707	2157	1258	1800	1541	1167	860	791	529	169	425	650	688	349	997	1136	1026	642	868	
"Poland"	50	211	352	310	1090	880	1256	940	882	261	5	48	261	743	88	179	1072	361	404	685	
"Russian Federation"	26	1	2	765	173	208	120	35	5	11	33	15	36	4	16	28	427	384	557	678	
"Israel"	449	484	778	751	807	630	851	1115	679	874	680	1292	1671	725	834	652	1081	546	1069	633	
"Spain"	251	205	166	189	47	213	195	459	410	201	403	182	439	80	252	108	122	221	561	609	
"Bangladesh"	355	703	88	0	0	27	0	0	127	852	1	77	370	140	0	2	0	575	851	557	
"Bulgaria"	609	709	374	298	1433	433	553	494	270	388	540	446	712	35	291	720	340	642	416	511	
"United Arab Emirates"	313	295	180	219	445	188	501	190	258	393	330	292	794	430	311	103	115	215	380	491	
"France"	361	340	428	805	901	604	360	415	603	682	743	631	433	756	873	863	1337	918	631	460	
"Ethiopia"	0	0	28	9	0	1	0	52	116	96	201	0	105	44	254	56	1	66	87	419	
"Romania"	290	349	279	168	1028	1061	1702	1129	260	363	333	608	367	115	536	558	1195	1536	783	380	
"Serbia"	127	126	2	441	779	720	796	488	392	195	40	122	171	282	588	513	1192	758	176	361	
"Ireland"	117	44	114	0	86	55	26	52	121	36	65	96	75	198	0	53	79	170	35	357	
"Uzbekistan"	53	35	344	216	267	479	249	264	504	380	91	19	15	0	3	106	391	599	388	352	
"Morocco"	100	237	653	104	1088	336	452	817	903	125	36	405	141	74	421	1428	532	671	585	340	
"Egypt"	925	325	50	128	176	141	17	24	52	88	63	178	282	89	301	46	428	98	464	332	
"Algeria"	239	29	191	35	158	1198	104	605	25	0	66	0	1	0	8	61	271	66	4	304	
"India"	465	264	139	131	34	202	41	0	66	77	243	377	201	359	198	327	163	199	371	301	
"Czech Republic"	77	149	78	172	190	405	196	461	322	291	112	168	87	50	17	45	199	769	335	291	
"Denmark"	621	250	29	127	192	372	485	199	457	382	233	197	204	352	598	140	239	353	559	288	
"Belgium"	114	402	57	121	81	100	235	223	359	289	173	313	228	169	191	295	365	217	821	281	
"Kazakhstan"	155	4	2	8	119	202	110	849	1278	818	343	112	18	16	1133	766	1007	147	337	256	
"South Africa"	0	0	0	1	0	4	33	4	0	0	0	0	39	0	0	0	0	167	0	249	
"Croatia"	1	4	34	200	179	300	451	294	521	36	3	13	0	2	10	177	1226	975	499	246	
"Qatar"	351	115	58	28	139	164	115	144	130	478	355	563	149	60	79	110	151	311	273	233	
"Bosnia and Herzegovina"	18	24	80	0	215	492	297	272	217	106	6	3	15	33	296	38	269	481	376	225	
"Jordan"	118	276	734	387	514	301	309	330	94	10	102	67	175	466	740	15	575	1667	226	223	
"Libya, State of"	4	19	2	2	9	29	245	3	10	1	0	8	0	0	4	6	0	40	100	206	
"Cyprus"	97	38	32	23	75	93	162	208	34	108	88	120	148	28	85	44	283	202	292	200	
