Importers	Exported value in 2014-M06	Exported value in 2014-M07	Exported value in 2014-M08	Exported value in 2014-M09	Exported value in 2014-M10	Exported value in 2014-M11	Exported value in 2014-M12	Exported value in 2015-M01	Exported value in 2015-M02	Exported value in 2015-M03	Exported value in 2015-M04	Exported value in 2015-M05	Exported value in 2015-M06	Exported value in 2015-M07	Exported value in 2015-M08	Exported value in 2015-M09	Exported value in 2015-M10	Exported value in 2015-M11	Exported value in 2015-M12	Exported value in 2016-M01	
"World"	31824	27928	19506	21641	20149	19022	19348	14964	21193	24516	26544	21150	21854	19924	15795	16207	16096	14746	18954	13935	
"United Kingdom"	3084	5072	4303	4178	2484	3071	1495	1162	1485	1346	1854	1019	1920	2603	2647	4105	2589	1356	753	1310	
"France"	1367	717	705	609	441	951	208	400	1034	1764	902	504	1659	745	1380	558	263	284	447	848	
"Bangladesh"	19	19	32	19	1671	514	1383	48	529	186	168	0	39	3	34	50	12	404	199	768	
"Morocco"	484	185	240	291	4	204	174	372	537	377	317	372	264	105	121	98	128	8	754	748	
"Israel"	822	465	340	390	308	552	1070	326	298	200	438	413	698	621	481	296	346	244	553	734	
"Netherlands"	814	1075	1431	1677	1510	1696	722	591	1340	610	715	828	533	654	1047	1006	471	773	538	681	
"United Arab Emirates"	424	428	54	315	442	148	180	140	488	209	295	1013	227	166	632	120	376	119	377	559	
"Saudi Arabia"	824	545	351	921	1443	605	444	506	1029	1486	1612	1209	1031	753	663	631	721	494	1757	547	
"Italy"	864	982	173	173	110	179	117	287	168	809	863	1063	833	838	78	421	436	191	241	503	
"Iraq"	920	1003	677	1118	1058	323	1269	721	922	1350	1538	1172	1044	722	587	371	726	315	470	495	
"Germany"	1011	771	811	1066	623	614	705	761	1412	873	844	943	855	1550	1116	420	478	632	403	490	
"Norway"	386	385	272	305	226	666	29	575	117	224	69	313	190	307	198	91	20	70	184	388	
"Poland"	1171	68	432	951	595	407	836	1044	1979	1358	536	418	386	380	387	851	714	443	745	387	
"Jordan"	197	0	20	0	2	121	74	318	152	304	244	290	112	35	28	0	100	288	393	347	
"Serbia"	1336	153	24	121	35	0	30	933	154	249	558	297	72	123	65	12	65	265	126	314	
"United States of America"	333	269	430	534	444	1	487	96	96	28	234	81	123	129	72	188	239	120	241	297	
"Indonesia"	406	611	7	236	467	89	33	0	0	344	18	0	174	11	26	0	0	0	0	284	
"Belgium"	492	633	366	306	252	235	522	134	597	164	654	476	477	205	288	192	266	316	475	236	
"Turkmenistan"	610	267	816	266	78	123	318	264	114	427	742	523	813	305	216	20	372	69	42	216	
"Lebanon"	249	141	20	184	88	135	603	224	487	63	193	91	82	237	64	182	259	154	530	207	
"Spain"	252	218	313	209	229	215	133	125	59	322	185	443	386	300	276	307	90	131	17	195	
"Sweden"	281	317	120	101	245	602	4	116	457	516	186	223	350	55	14	127	41	8	554	193	
"Uzbekistan"	568	411	283	0	43	557	721	43	2	188	429	328	296	158	161	254	55	98	163	189	
"Czech Republic"	613	503	515	126	210	104	397	235	59	262	326	164	580	350	75	115	112	175	404	185	
"Paraguay"	0	0	67	458	510	0	112	0	2	0	0	0	0	41	0	0	0	192	0	184	
"Libya, State of"	375	143	6	14	115	271	83	180	51	200	89	231	44	743	75	112	103	28	52	182	
"Estonia"	12	0	0	0	0	0	3	0	60	74	0	6	0	0	0	0	3	2	0	154	
"Tunisia"	18	110	190	91	5	0	85	105	109	107	174	139	109	252	4	3	8	108	20	148	
"Algeria"	322	670	5	720	287	0	185	342	254	125	359	235	163	919	358	413	162	175	423	135	
"Iran, Islamic Republic of"	184	327	264	54	129	196	270	88	196	9	81	58	294	261	75	191	105	119	111	134	
"Hungary"	628	302	105	113	86	296	131	261	38	85	983	192	182	169	159	178	156	268	266	130	
"Kuwait"	15	256	115	28	59	120	140	221	16	37	76	60	38	119	112	514	281	235	211	129	
"Malaysia"	254	242	326	83	61	375	97	328	215	401	417	307	142	265	4	165	23	186	113	129	
"Denmark"	554	490	328	327	194	408	308	126	316	532	414	457	575	284	279	107	220	223	545	119	
