Importers	Exported value in 2006-M07	Exported value in 2006-M08	Exported value in 2006-M09	Exported value in 2006-M10	Exported value in 2006-M11	Exported value in 2006-M12	Exported value in 2007-M01	Exported value in 2007-M02	Exported value in 2007-M03	Exported value in 2007-M04	Exported value in 2007-M05	Exported value in 2007-M06	Exported value in 2007-M07	Exported value in 2007-M08	Exported value in 2007-M09	Exported value in 2007-M10	Exported value in 2007-M11	Exported value in 2007-M12	Exported value in 2008-M01	Exported value in 2008-M02	
"World"	1175	1371	672	2057	17353	17955	14170	16731	23045	22497	24496	21741	17664	18100	17491	23756	25570	20082	12126	15696	
"United Kingdom"	10	15	93	246	7548	5796	6397	6030	6373	6893	6122	4507	2382	3673	4907	6694	7148	4496	2687	3498	
"Iraq"	22	307	124	145	1099	644	1187	2254	2595	3874	3907	3696	1631	1019	1809	2574	2807	2413	1204	1958	
"Iran, Islamic Republic of"	442	116	48	587	527	550	410	109	239	533	909	1171	140	135	663	539	1491	1431	677	1537	
"Spain"	0	0	0	0	772	1504	427	2020	1665	1969	2384	1714	1777	1792	689	1568	1623	1179	1355	1490	
"France"	0	12	0	10	1150	933	527	756	1985	2096	2904	2292	1437	1458	969	1043	1553	2177	802	1136	
"Libya, State of"	0	0	0	0	486	484	0	125	576	336	673	1119	2498	0	1019	654	326	425	474	615	
"Russian Federation"	0	90	36	65	387	261	124	192	322	244	826	989	1126	710	347	385	871	177	103	520	
"Ukraine"	12	15	7	26	849	1232	343	734	1065	758	745	571	621	1094	1398	1518	2742	1233	358	479	
"Portugal"	87	163	32	74	416	709	696	585	567	727	775	704	485	910	461	667	351	458	514	454	
"Romania"	10	0	2	2	95	1224	242	329	572	351	329	124	231	1003	538	740	596	843	819	416	
"Ireland"	0	0	0	9	310	402	253	174	443	261	530	395	303	499	381	761	496	248	345	365	
"Turkmenistan"	10	32	0	0	0	2	42	98	261	0	100	176	40	91	72	22	78	221	77	329	
"Kyrgyzstan"	5	0	0	0	16	19	38	134	52	0	55	118	169	264	75	183	22	37	82	309	
"Azerbaijan"	119	188	49	59	205	282	465	412	411	275	297	821	702	811	284	943	226	522	401	299	
