Importers	Exported value in 2012-M11	Exported value in 2012-M12	Exported value in 2013-M01	Exported value in 2013-M02	Exported value in 2013-M03	Exported value in 2013-M04	Exported value in 2013-M05	Exported value in 2013-M06	Exported value in 2013-M07	Exported value in 2013-M08	Exported value in 2013-M09	Exported value in 2013-M10	Exported value in 2013-M11	Exported value in 2013-M12	Exported value in 2014-M01	Exported value in 2014-M02	Exported value in 2014-M03	Exported value in 2014-M04	Exported value in 2014-M05	Exported value in 2014-M06	
"World"	78885	70883	65554	67089	67517	71488	65350	70908	76971	66864	82047	71014	74628	67818	55665	61486	67606	82409	72654	85070	
"United Kingdom"	10824	12786	12447	12877	9519	10131	7622	9936	14855	12125	20206	18742	12429	13422	9674	9354	11246	13577	11427	16536	
"Germany"	15797	12832	12466	11468	7202	8887	10138	10879	10520	12858	13271	9654	11363	11699	10867	10656	9489	9259	9549	9313	
"France"	6860	7740	5892	5411	8705	8679	8329	8677	7416	6815	8691	5741	7476	6374	6148	6507	8253	8023	7161	8262	
"Spain"	2848	2782	2111	1993	2392	2856	3186	2728	3943	2473	3535	1874	4025	3019	2019	1792	3487	4210	4903	6546	
"Italy"	5543	2595	3447	5080	4303	5417	5631	5242	6013	3897	4958	4080	3554	3481	3350	3464	3132	5486	4591	5261	
"Libya, State of"	1604	846	1913	2549	4215	5821	1065	5131	2080	805	699	1064	2561	1876	10	1871	1916	1634	4038	4091	
"United States of America"	2156	2655	1319	3103	2431	2299	3151	2409	3470	3336	3870	2713	3868	1947	2918	3990	2839	4447	2397	3979	
"Israel"	3074	1659	5606	3418	1886	3183	1887	2067	2441	1961	2357	3351	2441	1510	862	4339	1927	1624	3755	2985	
"Iran, Islamic Republic of"	405	154	465	273	36	296	86	0	55	6	1	29	14	132	38	10	29	318	1206	2387	
"Iraq"	1777	1795	3071	4492	6005	2513	2184	3387	3338	3587	1932	2889	996	2389	3805	3805	3426	3959	2637	2176	
"Sweden"	3548	3490	2212	1731	2025	2001	2660	1973	2611	2239	3160	2993	3137	1748	1488	1850	2907	3189	1702	1804	
"Romania"	866	372	438	222	646	427	611	825	945	761	473	679	633	246	198	199	448	815	924	1487	
"Greece"	609	354	674	573	647	857	627	1365	1499	964	713	459	892	819	507	722	709	874	866	1455	
"Egypt"	887	393	1012	551	850	1223	3	253	44	0	8	54	468	589	723	696	805	1256	1367	1181	
"Poland"	1050	1507	1220	1825	1530	1915	2609	1721	1992	1080	2109	1290	1846	2039	1566	2038	1567	1445	1499	1101	
"Australia"	847	1288	892	504	361	783	994	666	1140	740	947	1317	1415	1576	684	207	504	621	600	1019	
"Portugal"	747	516	561	332	967	1240	396	638	635	831	765	444	619	482	234	513	468	707	480	1000	
"Netherlands"	1085	848	701	764	831	753	1045	878	1160	369	1347	736	1023	946	634	824	1630	1233	532	875	
"Azerbaijan"	1264	814	488	762	617	707	1329	923	670	452	545	588	1055	579	527	708	590	793	364	872	
"Yemen"	24	121	575	422	372	94	229	209	0	262	50	232	48	42	765	0	694	152	279	846	
"Turkmenistan"	15	913	2	25	25	83	63	558	804	77	226	72	121	60	443	234	298	318	206	844	
"Ukraine"	809	211	33	61	131	427	1011	679	1085	464	638	300	746	66	49	91	349	306	708	803	
"United Arab Emirates"	473	384	153	206	435	131	187	240	524	364	272	669	518	473	129	359	580	707	427	799	
"Georgia"	712	682	260	239	293	482	1261	1134	1114	762	475	731	958	411	380	278	583	590	851	759	
"Hungary"	381	262	137	226	225	406	710	487	551	244	331	303	187	96	116	162	215	328	603	569	
"Lebanon"	207	270	191	171	324	111	407	437	406	144	236	149	355	435	90	275	53	205	509	550	
"Jordan"	219	456	291	363	784	113	1080	454	404	194	114	61	71	85	324	567	1099	263	339	419	
"Canada"	377	245	194	198	18	383	153	152	121	338	357	173	713	754	540	321	1272	390	412	406	
"Algeria"	12	38	0	842	272	2069	71	96	46	12	3026	3265	1786	5	9	0	110	6919	1207	382	
"Belgium"	334	262	397	226	404	290	283	347	318	197	320	234	409	397	233	99	180	260	244	319	
"Bulgaria"	310	259	115	71	271	179	383	333	399	339	318	211	272	179	120	139	204	202	548	304	
"Morocco"	32	48	155	258	286	397	495	351	580	1136	368	185	116	431	127	186	461	902	316	301	
"China"	1929	924	1107	1047	937	641	436	250	390	1010	673	740	604	2317	790	1287	627	417	171	293	
"Ethiopia"	66	49	0	93	221	168	161	103	120	297	70	191	49	501	88	0	59	0	239	284	
"Czech Republic"	573	220	453	387	232	216	186	235	297	353	397	244	593	207	418	76	204	368	152	281	
"Denmark"	904	653	420	469	241	233	326	168	293	327	338	179	172	362	364	340	257	331	253	279	
"South Africa"	601	481	566	444	296	199	120	183	145	441	282	15	62	0	79	39	20	131	107	276	
"Croatia"	86	51	60	74	79	83	150	278	224	205	129	108	206	60	62	60	41	98	214	257	
"Malaysia"	120	62	38	48	61	104	20	27	1	21	60	17	84	73	18	122	66	49	68	239	
"Russian Federation"	159	212	239	152	362	394	243	120	242	296	300	510	862	544	759	350	587	972	548	233	
"Tunisia"	43	22	55	0	0	496	41	561	611	0	53	25	0	187	122	0	439	694	357	219	
"Finland"	121	257	879	326	274	417	251	98	40	256	82	119	164	208	104	146	203	341	224	203	
"Ireland"	392	360	61	213	177	212	54	43	170	242	373	340	367	248	223	156	181	123	123	195	
"Kuwait"	0	99	15	0	0	98	107	103	50	31	17	62	0	88	57	0	111	0	10	176	
"Serbia"	176	95	53	36	63	110	92	167	77	219	174	161	220	148	15	95	330	198	279	161	
"Kyrgyzstan"	17	46	36	62	102	244	109	446	40	136	46	11	72	35	0	67	160	0	21	148	
"Gabon"	19	23	9	59	150	8	47	0	73	103	74	0	0	71	28	145	38	137	31	134	
"Kazakhstan"	186	106	157	214	168	56	114	114	286	157	275	274	432	131	130	105	194	104	126	121	
"Slovenia"	156	54	86	75	52	121	85	90	134	141	104	63	165	126	81	80	132	61	103	118	
"Switzerland"	114	71	84	86	102	123	101	110	247	90	59	69	72	66	95	92	74	70	48	110	
"Uzbekistan"	99	221	145	101	98	79	69	18	22	0	0	23	0	157	69	24	99	273	6	110	
"Malta"	32	51	45	38	21	63	45	84	121	86	87	59	72	116	35	33	29	40	62	103	
"Macedonia, The Former Yugoslav Republic of"	134	79	97	70	121	116	123	107	178	97	66	86	83	124	7	60	84	89	53	98	
"Albania"	145	131	81	120	142	57	177	340	99	163	63	104	133	93	99	70	35	114	111	89	
"Austria"	250	207	279	239	322	242	511	582	269	282	247	106	336	313	150	102	265	161	202	89	
"Qatar"	19	254	22	53	0	0	275	0	0	0	0	38	81	36	40	53	27	51	10	85	
"Bosnia and Herzegovina"	135	56	41	19	55	78	58	68	101	136	53	91	125	67	32	54	30	0	110	80	
