Exporters	Imported value in 2012-M10	Imported value in 2012-M11	Imported value in 2012-M12	Imported value in 2013-M01	Imported value in 2013-M02	Imported value in 2013-M03	Imported value in 2013-M04	Imported value in 2013-M05	Imported value in 2013-M06	Imported value in 2013-M07	Imported value in 2013-M08	Imported value in 2013-M09	Imported value in 2013-M10	Imported value in 2013-M11	Imported value in 2013-M12	Imported value in 2014-M01	Imported value in 2014-M02	Imported value in 2014-M03	Imported value in 2014-M04	Imported value in 2014-M05	
"World"	9805	11162	9241	9848	9034	10249	6996	7823	7452	9621	10784	10201	12376	13303	10053	9424	8875	10845	10923	9970	
"Turkey"	4094	4685	3572	3273	3475	4223	2026	2235	2388	2594	3280	3438	4987	4097	2453	2300	3306	2899	2997	3389	
"China"	1223	2686	2175	2923	2201	1932	1530	1485	1566	2632	3323	2602	2499	4127	2983	3234	1546	1928	2729	1837	
"Germany"	1904	1655	1124	1749	1214	2277	1491	1402	1146	1689	1639	1470	1858	1809	1540	1095	1578	2639	2495	1479	
"Netherlands"	195	172	142	196	504	305	233	180	223	284	328	210	90	182	248	423	528	917	753	775	
"Hungary"	764	485	569	443	416	390	312	1154	630	623	780	812	1108	999	816	704	711	483	631	615	
"United States of America"	350	376	184	131	142	166	180	161	142	289	180	248	277	282	355	174	221	287	315	607	
"Korea, Republic of"	350	281	243	245	146	294	300	326	318	280	425	357	265	489	459	533	108	563	0	471	
"Italy"	418	277	553	413	451	227	386	402	499	598	267	337	336	606	586	408	266	475	400	353	
"Denmark"	112	153	161	163	178	159	166	143	157	196	203	177	210	141	110	125	191	154	219	149	
"Ireland"	12	5	69	11	22	3	106	54	19	37	28	11	12	51	13	63	32	42	33	100	
"Austria"	68	38	32	46	69	41	33	29	83	72	50	68	60	75	78	44	107	94	77	63	
"Spain"	24	39	17	51	17	26	69	49	74	73	51	94	55	100	41	41	44	84	54	58	
"Bulgaria"	78	52	35	32	10	19	22	12	30	52	37	82	120	133	125	32	137	147	109	25	
"Greece"	0	24	3	5	16	0	2	0	20	27	20	21	19	13	5	23	11	23	40	18	
"Mexico"	28	66	96	24	43	46	46	42	39	65	68	43	54	38	40	16	19	35	21	11	
"Poland"	0	0	1	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	10	
"Slovenia"	40	26	25	33	35	23	19	19	36	17	42	5	59	58	41	21	23	38	49	9	
"South Africa"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	
"Portugal"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Qatar"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
"India"	0	0	0	0	0	0	0	0	0	0	9	96	213	0	0	0	0	0	0	0	
"Singapore"	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	
"Sweden"	46	39	56	70	60	105	68	92	78	86	13	84	123	43	123	70	47	0	0	0	
"Switzerland"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"United Arab Emirates"	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	
"Taipei, Chinese"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	
"Lebanon"	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	
"Malaysia"	3	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Japan"	30	43	27	0	16	0	0	0	0	0	15	6	0	0	0	13	0	0	0	0	
"Hong Kong, China"	0	0	3	0	0	0	0	10	0	0	3	37	0	25	0	5	0	0	0	0	
"France"	9	6	1	2	1	11	4	19	5	0	3	2	10	9	6	3	1	22	0	0	
"Belgium"	53	53	153	0	16	1	4	0	0	8	19	0	17	16	12	20	0	14	0	0	
"Brazil"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	
"Australia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	
